                    0                     1
 6.00000000000000e-01  0.00000000000000e+00
 6.00000250000000e-01  6.39779544465154e-11
 6.00000550000000e-01  6.39779544493324e-11
 6.00000910000000e-01  6.39779544601621e-11
 6.00001342000000e-01  6.39779544838915e-11
 6.00001860400000e-01  6.39779545278126e-11
 6.00002482480000e-01  6.39779546026026e-11
 6.00003228976000e-01  6.39779547239876e-11
 6.00004124771200e-01  6.39779549150027e-11
 6.00005199725440e-01  6.39779552091546e-11
 6.00006489670528e-01  6.39779556550391e-11
 6.00008037604634e-01  6.39779563228447e-11
 6.00009895125560e-01  6.39779573135974e-11
 6.00012124150672e-01  6.39779587721732e-11
 6.00014798980807e-01  6.39779609055458e-11
 6.00018008776968e-01  6.39779640082402e-11
 6.00021860532362e-01  6.39779684975771e-11
 6.00026482638834e-01  6.39779749618374e-11
 6.00032029166601e-01  6.39779842254149e-11
 6.00038684999921e-01  6.39779974356977e-11
 6.00046671999906e-01  6.39780161760107e-11
 6.00056256399887e-01  6.39780426090046e-11
 6.00067757679864e-01  6.39780796506600e-11
 6.00081559215837e-01  6.39781311685017e-11
 6.00098121059004e-01  6.39782021843240e-11
 6.00117995270805e-01  6.39782990371759e-11
 6.00141844324966e-01  6.39784294242677e-11
 6.00170463189959e-01  6.39786021827575e-11
 6.00204805827951e-01  6.39788266106018e-11
 6.00246016993541e-01  6.39791110725665e-11
 6.00289395692360e-01  6.39794606587937e-11
 6.00332774164462e-01  6.39798243885236e-11
 6.00376152418416e-01  6.39801743631872e-11
 6.00419530464651e-01  6.39805076020221e-11
 6.00462908314660e-01  6.39808223964598e-11
 6.00506285981813e-01  6.39811157353368e-11
 6.00549663481194e-01  6.39813848688725e-11
 6.00593040828946e-01  6.39816281008911e-11
 6.00636418040921e-01  6.39818458990931e-11
 6.00679795131981e-01  6.39820398486808e-11
 6.00723172116274e-01  6.39822111040072e-11
 6.00766548980503e-01  6.39823602808732e-11
 6.00809925705775e-01  6.39824882636596e-11
 6.00853302315141e-01  6.39825973759124e-11
 6.00896678833113e-01  6.39826900438534e-11
 6.00940055284091e-01  6.39827674271501e-11
 6.00983431688614e-01  6.39828298310186e-11
 6.01026808062632e-01  6.39828772251102e-11
 6.01070184420200e-01  6.39829096557076e-11
 6.01113560774030e-01  6.39829273608457e-11
 6.01156937136809e-01  6.39829308159074e-11
 6.01200313521230e-01  6.39829308159074e-11
 6.01243689938397e-01  6.39829308159074e-11
 6.01287066397217e-01  6.39829308159074e-11
 6.01330442889710e-01  6.39829308159074e-11
 6.01373819377385e-01  6.39829308159074e-11
 6.01417195864934e-01  6.39829308159074e-11
 6.01460572358620e-01  6.39829308159074e-11
 6.01503948867539e-01  6.39829308159074e-11
 6.01547325396498e-01  6.39829308159074e-11
 6.01590701920067e-01  6.39829308159074e-11
 6.01634078441819e-01  6.39829308159074e-11
 6.01677454966385e-01  6.39829308159074e-11
 6.01720831500899e-01  6.39829308159074e-11
 6.01764208034254e-01  6.39829308159074e-11
 6.01807584565948e-01  6.39829308159074e-11
 6.01850961099383e-01  6.39829308159074e-11
 6.01894337639848e-01  6.39829308159074e-11
 6.01937714195033e-01  6.39829308159074e-11
 6.01981090760681e-01  6.39829308159074e-11
 6.02024467323991e-01  6.39829308159074e-11
 6.02067843887964e-01  6.39829308159074e-11
 6.02111220457464e-01  6.39829308159074e-11
 6.02154597040134e-01  6.39829308159074e-11
 6.02197973622621e-01  6.39829308159074e-11
 6.02241350203853e-01  6.39829308159074e-11
 6.02284726787035e-01  6.39829308159074e-11
 6.02328103377419e-01  6.39829308159074e-11
 6.02371479976421e-01  6.39829308159074e-11
 6.02414856573140e-01  6.39829308159074e-11
 6.02458233169858e-01  6.39829308159074e-11
 6.02501609770229e-01  6.39829308159074e-11
 6.02544986380286e-01  6.39829308159074e-11
 6.02588362997624e-01  6.39829308159074e-11
 6.02631739613184e-01  6.39829308159074e-11
 6.02675116229323e-01  6.39829308159074e-11
 6.02718492849972e-01  6.39829308159074e-11
 6.02761869481489e-01  6.39829308159074e-11
 6.02805246110854e-01  6.39829308159074e-11
 6.02848622739620e-01  6.39829308159074e-11
 6.02891999370604e-01  6.39829308159074e-11
 6.02935376008512e-01  6.39829308159074e-11
 6.02978752652781e-01  6.39829308159074e-11
 6.03022129295460e-01  6.39829308159074e-11
 6.03065505938577e-01  6.39829308159074e-11
 6.03108882585462e-01  6.39829308159074e-11
 6.03152259241534e-01  6.39829308159074e-11
 6.03195635900361e-01  6.39829308159074e-11
 6.03239012558041e-01  6.39829308159074e-11
 6.03282389216813e-01  6.39829308159074e-11
 6.03325765880440e-01  6.39829308159074e-11
 6.03369142549101e-01  6.39829308159074e-11
 6.03412519216344e-01  6.39829308159074e-11
 6.03455895883912e-01  6.39829308159074e-11
 6.03499272554643e-01  6.39829308159074e-11
 6.03542649233214e-01  6.39829308159074e-11
 6.03586025916129e-01  6.39829308159074e-11
 6.03629402597894e-01  6.39829308159074e-11
 6.03672779280413e-01  6.39829308159074e-11
 6.03716155966915e-01  6.39829308159074e-11
 6.03759532660069e-01  6.39829308159074e-11
 6.03802909351575e-01  6.39829308159074e-11
 6.03846286042921e-01  6.39829308159074e-11
 6.03889662736456e-01  6.39829308159074e-11
 6.03933039436182e-01  6.39829308159074e-11
 6.03976416138836e-01  6.39829308159074e-11
 6.04019792840654e-01  6.39829308159074e-11
 6.04063169543378e-01  6.39829308159074e-11
 6.04106546249940e-01  6.39829308159074e-11
 6.04149922964927e-01  6.39829308159074e-11
 6.04193299678239e-01  6.39829308159074e-11
 6.04236676391117e-01  6.39829308159074e-11
 6.04280053105612e-01  6.39829308159074e-11
 6.04323429825212e-01  6.39829308159074e-11
 6.04366806547285e-01  6.39829308159074e-11
 6.04410183268515e-01  6.39829308159074e-11
 6.04453559990444e-01  6.39829308159074e-11
 6.04496936715664e-01  6.39829308159074e-11
 6.04540313448292e-01  6.39829308159074e-11
 6.04583690179499e-01  6.39829308159074e-11
 6.04627066910433e-01  6.39829308159074e-11
 6.04670443642957e-01  6.39829308159074e-11
 6.04713820380262e-01  6.39829308159074e-11
 6.04757197121844e-01  6.39829308159074e-11
 6.04800573862318e-01  6.39829308159074e-11
 6.04843950602968e-01  6.39829308159074e-11
 6.04887327345980e-01  6.39829308159074e-11
 6.04930704094194e-01  6.39829308159074e-11
 6.04974080841321e-01  6.39829308159074e-11
 6.05017457588408e-01  6.39829308159074e-11
 6.05060834337152e-01  6.39829308159074e-11
 6.05104211090494e-01  6.39829308159074e-11
 6.05147587849059e-01  6.39829308159074e-11
 6.05190964606518e-01  6.39829308159074e-11
 6.05234341364013e-01  6.39829308159074e-11
 6.05277718123506e-01  6.39829308159074e-11
 6.05321094888342e-01  6.39829308159074e-11
 6.05364471651991e-01  6.39829308159074e-11
 6.05407848415426e-01  6.39829308159074e-11
 6.05451225180149e-01  6.39829308159074e-11
 6.05494601948766e-01  6.39829308159074e-11
 6.05537978720472e-01  6.39829308159074e-11
 6.05581355491461e-01  6.39829308159074e-11
 6.05624732262871e-01  6.39829308159074e-11
 6.05668109036640e-01  6.39829308159074e-11
 6.05711485815913e-01  6.39829308159074e-11
 6.05754862595638e-01  6.39829308159074e-11
 6.05798239374829e-01  6.39829308159074e-11
 6.05841616154824e-01  6.39829308159074e-11
 6.05884992937926e-01  6.39829308159074e-11
 6.05928369721974e-01  6.39829308159074e-11
 6.05971746505560e-01  6.39829308159074e-11
 6.06015123289809e-01  6.39829308159074e-11
 6.06058500076606e-01  6.39829308159074e-11
 6.06101876868884e-01  6.39829308159074e-11
 6.06145253661902e-01  6.39829308159074e-11
 6.06188630454435e-01  6.39829308159074e-11
 6.06232007247749e-01  6.39829308159074e-11
 6.06275384044016e-01  6.39829308159074e-11
 6.06318760841858e-01  6.39829308159074e-11
