Density	Temperature	Pressure	Energy	Entropy	ParticleVelocity	LagWavespeed
+3.498854e+00	+4.505467e+02	+3.728469e+01	+1.354217e+00	+9.294060e-01	+1.829910e+00	+1.031505e+01	
+3.500174e+00	+4.507726e+02	+3.736458e+01	+1.358242e+00	+9.332189e-01	+1.832845e+00	+1.032360e+01	
+3.501495e+00	+4.509985e+02	+3.744455e+01	+1.362273e+00	+9.370376e-01	+1.835780e+00	+1.033216e+01	
+3.502815e+00	+4.512244e+02	+3.752459e+01	+1.366310e+00	+9.408620e-01	+1.838716e+00	+1.034071e+01	
+3.504135e+00	+4.514502e+02	+3.760470e+01	+1.370352e+00	+9.446921e-01	+1.841651e+00	+1.034928e+01	
+3.505456e+00	+4.516761e+02	+3.768489e+01	+1.374400e+00	+9.485279e-01	+1.844587e+00	+1.035785e+01	
+3.506776e+00	+4.519019e+02	+3.776514e+01	+1.378453e+00	+9.523694e-01	+1.847523e+00	+1.036642e+01	
+3.508096e+00	+4.521276e+02	+3.784547e+01	+1.382512e+00	+9.562166e-01	+1.850459e+00	+1.037500e+01	
+3.509417e+00	+4.523534e+02	+3.792587e+01	+1.386577e+00	+9.600695e-01	+1.853396e+00	+1.038359e+01	
+3.510737e+00	+4.525791e+02	+3.800634e+01	+1.390648e+00	+9.639282e-01	+1.856332e+00	+1.039218e+01	
+3.512057e+00	+4.528048e+02	+3.808689e+01	+1.394724e+00	+9.677925e-01	+1.859269e+00	+1.040077e+01	
+3.513377e+00	+4.530305e+02	+3.816751e+01	+1.398806e+00	+9.716625e-01	+1.862206e+00	+1.040938e+01	
+3.514698e+00	+4.532562e+02	+3.824820e+01	+1.402894e+00	+9.755382e-01	+1.865143e+00	+1.041798e+01	
+3.516018e+00	+4.534818e+02	+3.832896e+01	+1.406987e+00	+9.794195e-01	+1.868081e+00	+1.042660e+01	
+3.517338e+00	+4.537074e+02	+3.840980e+01	+1.411086e+00	+9.833066e-01	+1.871019e+00	+1.043521e+01	
+3.518659e+00	+4.539330e+02	+3.849071e+01	+1.415191e+00	+9.871993e-01	+1.873957e+00	+1.044384e+01	
+3.519979e+00	+4.541586e+02	+3.857169e+01	+1.419301e+00	+9.910977e-01	+1.876895e+00	+1.045247e+01	
+3.521299e+00	+4.543841e+02	+3.865275e+01	+1.423417e+00	+9.950017e-01	+1.879833e+00	+1.046110e+01	
+3.522620e+00	+4.546096e+02	+3.873388e+01	+1.427539e+00	+9.989114e-01	+1.882772e+00	+1.046974e+01	
+3.523940e+00	+4.548351e+02	+3.881508e+01	+1.431666e+00	+1.002827e+00	+1.885711e+00	+1.047838e+01	
+3.525260e+00	+4.550606e+02	+3.889635e+01	+1.435799e+00	+1.006748e+00	+1.888650e+00	+1.048704e+01	
+3.526581e+00	+4.552860e+02	+3.897770e+01	+1.439937e+00	+1.010674e+00	+1.891589e+00	+1.049569e+01	
+3.527901e+00	+4.555114e+02	+3.905912e+01	+1.444081e+00	+1.014607e+00	+1.894528e+00	+1.050435e+01	
+3.529221e+00	+4.557368e+02	+3.914062e+01	+1.448231e+00	+1.018545e+00	+1.897468e+00	+1.051302e+01	
+3.530542e+00	+4.559622e+02	+3.922219e+01	+1.452386e+00	+1.022488e+00	+1.900408e+00	+1.052169e+01	
+3.531862e+00	+4.561875e+02	+3.930383e+01	+1.456547e+00	+1.026437e+00	+1.903348e+00	+1.053037e+01	
+3.533182e+00	+4.564128e+02	+3.938555e+01	+1.460713e+00	+1.030392e+00	+1.906289e+00	+1.053905e+01	
+3.534503e+00	+4.566381e+02	+3.946734e+01	+1.464885e+00	+1.034353e+00	+1.909229e+00	+1.054774e+01	
+3.535823e+00	+4.568634e+02	+3.954920e+01	+1.469063e+00	+1.038319e+00	+1.912170e+00	+1.055644e+01	
+3.537143e+00	+4.570886e+02	+3.963114e+01	+1.473246e+00	+1.042290e+00	+1.915111e+00	+1.056513e+01	
+3.538464e+00	+4.573139e+02	+3.971315e+01	+1.477435e+00	+1.046268e+00	+1.918053e+00	+1.057384e+01	
+3.539784e+00	+4.575391e+02	+3.979523e+01	+1.481629e+00	+1.050250e+00	+1.920994e+00	+1.058255e+01	
+3.541104e+00	+4.577642e+02	+3.987739e+01	+1.485829e+00	+1.054239e+00	+1.923936e+00	+1.059127e+01	
+3.542425e+00	+4.579894e+02	+3.995962e+01	+1.490035e+00	+1.058233e+00	+1.926878e+00	+1.059999e+01	
+3.543745e+00	+4.582145e+02	+4.004193e+01	+1.494246e+00	+1.062233e+00	+1.929820e+00	+1.060871e+01	
+3.545065e+00	+4.584396e+02	+4.012431e+01	+1.498462e+00	+1.066238e+00	+1.932763e+00	+1.061745e+01	
+3.546386e+00	+4.586647e+02	+4.020677e+01	+1.502685e+00	+1.070249e+00	+1.935705e+00	+1.062619e+01	
+3.547706e+00	+4.588897e+02	+4.028930e+01	+1.506912e+00	+1.074265e+00	+1.938648e+00	+1.063493e+01	
+3.549026e+00	+4.591148e+02	+4.037190e+01	+1.511145e+00	+1.078287e+00	+1.941591e+00	+1.064368e+01	
+3.550346e+00	+4.593398e+02	+4.045458e+01	+1.515384e+00	+1.082315e+00	+1.944535e+00	+1.065243e+01	
+3.551667e+00	+4.595648e+02	+4.053733e+01	+1.519629e+00	+1.086348e+00	+1.947478e+00	+1.066119e+01	
+3.552987e+00	+4.597897e+02	+4.062016e+01	+1.523878e+00	+1.090387e+00	+1.950422e+00	+1.066996e+01	
+3.554307e+00	+4.600146e+02	+4.070306e+01	+1.528134e+00	+1.094431e+00	+1.953366e+00	+1.067873e+01	
+3.555628e+00	+4.602396e+02	+4.078604e+01	+1.532395e+00	+1.098481e+00	+1.956311e+00	+1.068751e+01	
+3.556948e+00	+4.604644e+02	+4.086909e+01	+1.536661e+00	+1.102536e+00	+1.959255e+00	+1.069629e+01	
+3.558268e+00	+4.606893e+02	+4.095221e+01	+1.540933e+00	+1.106597e+00	+1.962200e+00	+1.070508e+01	
+3.559589e+00	+4.609141e+02	+4.103541e+01	+1.545210e+00	+1.110663e+00	+1.965145e+00	+1.071387e+01	
+3.560909e+00	+4.611389e+02	+4.111869e+01	+1.549493e+00	+1.114735e+00	+1.968090e+00	+1.072267e+01	
+3.562229e+00	+4.613637e+02	+4.120204e+01	+1.553781e+00	+1.118813e+00	+1.971036e+00	+1.073147e+01	
+3.563550e+00	+4.615885e+02	+4.128547e+01	+1.558075e+00	+1.122896e+00	+1.973981e+00	+1.074028e+01	
+3.564870e+00	+4.618132e+02	+4.136897e+01	+1.562374e+00	+1.126984e+00	+1.976927e+00	+1.074910e+01	
+3.566190e+00	+4.620379e+02	+4.145255e+01	+1.566679e+00	+1.131079e+00	+1.979873e+00	+1.075792e+01	
+3.567511e+00	+4.622626e+02	+4.153620e+01	+1.570989e+00	+1.135178e+00	+1.982820e+00	+1.076675e+01	
+3.568831e+00	+4.624873e+02	+4.161992e+01	+1.575305e+00	+1.139283e+00	+1.985766e+00	+1.077558e+01	
+3.570151e+00	+4.627119e+02	+4.170373e+01	+1.579626e+00	+1.143394e+00	+1.988713e+00	+1.078442e+01	
+3.571472e+00	+4.629366e+02	+4.178760e+01	+1.583953e+00	+1.147510e+00	+1.991660e+00	+1.079326e+01	
+3.572792e+00	+4.631612e+02	+4.187156e+01	+1.588285e+00	+1.151632e+00	+1.994608e+00	+1.080211e+01	
+3.574112e+00	+4.633857e+02	+4.195559e+01	+1.592623e+00	+1.155759e+00	+1.997555e+00	+1.081097e+01	
+3.575433e+00	+4.636103e+02	+4.203969e+01	+1.596966e+00	+1.159892e+00	+2.000503e+00	+1.081983e+01	
+3.576753e+00	+4.638348e+02	+4.212387e+01	+1.601314e+00	+1.164030e+00	+2.003451e+00	+1.082869e+01	
+3.578073e+00	+4.640593e+02	+4.220813e+01	+1.605668e+00	+1.168173e+00	+2.006400e+00	+1.083756e+01	
+3.579394e+00	+4.642838e+02	+4.229246e+01	+1.610027e+00	+1.172322e+00	+2.009348e+00	+1.084645e+01	
+3.580714e+00	+4.645082e+02	+4.237687e+01	+1.614392e+00	+1.176477e+00	+2.012297e+00	+1.085535e+01	
+3.582034e+00	+4.647326e+02	+4.246135e+01	+1.618762e+00	+1.180637e+00	+2.015246e+00	+1.086425e+01	
+3.583355e+00	+4.649570e+02	+4.254591e+01	+1.623138e+00	+1.184803e+00	+2.018195e+00	+1.087316e+01	
+3.584675e+00	+4.651814e+02	+4.263055e+01	+1.627519e+00	+1.188974e+00	+2.021145e+00	+1.088207e+01	
+3.585995e+00	+4.654057e+02	+4.271526e+01	+1.631906e+00	+1.193150e+00	+2.024094e+00	+1.089099e+01	
+3.587316e+00	+4.656300e+02	+4.280005e+01	+1.636298e+00	+1.197332e+00	+2.027044e+00	+1.089992e+01	
+3.588636e+00	+4.658543e+02	+4.288492e+01	+1.640695e+00	+1.201519e+00	+2.029995e+00	+1.090885e+01	
+3.589956e+00	+4.660785e+02	+4.296986e+01	+1.645098e+00	+1.205712e+00	+2.032945e+00	+1.091779e+01	
+3.591276e+00	+4.663028e+02	+4.305488e+01	+1.649506e+00	+1.209910e+00	+2.035896e+00	+1.092673e+01	
+3.592597e+00	+4.665270e+02	+4.313997e+01	+1.653920e+00	+1.214114e+00	+2.038847e+00	+1.093568e+01	
+3.593917e+00	+4.667512e+02	+4.322515e+01	+1.658339e+00	+1.218323e+00	+2.041798e+00	+1.094463e+01	
+3.595237e+00	+4.669754e+02	+4.331040e+01	+1.662764e+00	+1.222537e+00	+2.044750e+00	+1.095359e+01	
+3.596558e+00	+4.671995e+02	+4.339572e+01	+1.667194e+00	+1.226757e+00	+2.047701e+00	+1.096256e+01	
+3.597878e+00	+4.674236e+02	+4.348113e+01	+1.671630e+00	+1.230982e+00	+2.050653e+00	+1.097153e+01	
+3.599198e+00	+4.676477e+02	+4.356661e+01	+1.676070e+00	+1.235213e+00	+2.053605e+00	+1.098050e+01	
+3.600519e+00	+4.678718e+02	+4.365216e+01	+1.680517e+00	+1.239449e+00	+2.056558e+00	+1.098948e+01	
+3.601839e+00	+4.680958e+02	+4.373780e+01	+1.684968e+00	+1.243691e+00	+2.059511e+00	+1.099847e+01	
+3.603159e+00	+4.683198e+02	+4.382351e+01	+1.689425e+00	+1.247938e+00	+2.062464e+00	+1.100746e+01	
+3.604480e+00	+4.685438e+02	+4.390930e+01	+1.693888e+00	+1.252190e+00	+2.065417e+00	+1.101646e+01	
+3.605800e+00	+4.687678e+02	+4.399517e+01	+1.698356e+00	+1.256448e+00	+2.068370e+00	+1.102547e+01	
+3.607120e+00	+4.689918e+02	+4.408111e+01	+1.702829e+00	+1.260711e+00	+2.071324e+00	+1.103448e+01	
+3.608441e+00	+4.692157e+02	+4.416713e+01	+1.707307e+00	+1.264979e+00	+2.074278e+00	+1.104349e+01	
+3.609761e+00	+4.694396e+02	+4.425323e+01	+1.711791e+00	+1.269253e+00	+2.077232e+00	+1.105251e+01	
+3.611081e+00	+4.696635e+02	+4.433941e+01	+1.716281e+00	+1.273532e+00	+2.080187e+00	+1.106154e+01	
+3.612402e+00	+4.698873e+02	+4.442567e+01	+1.720775e+00	+1.277817e+00	+2.083141e+00	+1.107057e+01	
+3.613722e+00	+4.701111e+02	+4.451200e+01	+1.725275e+00	+1.282107e+00	+2.086096e+00	+1.107961e+01	
+3.615042e+00	+4.703349e+02	+4.459841e+01	+1.729780e+00	+1.286402e+00	+2.089051e+00	+1.108866e+01	
+3.616363e+00	+4.705587e+02	+4.468490e+01	+1.734291e+00	+1.290703e+00	+2.092007e+00	+1.109771e+01	
+3.617683e+00	+4.707825e+02	+4.477146e+01	+1.738807e+00	+1.295009e+00	+2.094963e+00	+1.110676e+01	
+3.619003e+00	+4.710062e+02	+4.485811e+01	+1.743328e+00	+1.299321e+00	+2.097919e+00	+1.111582e+01	
+3.620324e+00	+4.712299e+02	+4.494483e+01	+1.747855e+00	+1.303638e+00	+2.100875e+00	+1.112489e+01	
+3.621644e+00	+4.714536e+02	+4.503163e+01	+1.752387e+00	+1.307960e+00	+2.103831e+00	+1.113396e+01	
+3.622964e+00	+4.716772e+02	+4.511851e+01	+1.756924e+00	+1.312287e+00	+2.106788e+00	+1.114304e+01	
+3.624285e+00	+4.719009e+02	+4.520547e+01	+1.761467e+00	+1.316620e+00	+2.109745e+00	+1.115213e+01	
+3.625605e+00	+4.721245e+02	+4.529250e+01	+1.766015e+00	+1.320958e+00	+2.112702e+00	+1.116122e+01	
+3.626925e+00	+4.723481e+02	+4.537962e+01	+1.770568e+00	+1.325302e+00	+2.115660e+00	+1.117031e+01	
+3.628246e+00	+4.725716e+02	+4.546681e+01	+1.775127e+00	+1.329651e+00	+2.118618e+00	+1.117941e+01	
+3.629566e+00	+4.727952e+02	+4.555408e+01	+1.779690e+00	+1.334005e+00	+2.121576e+00	+1.118852e+01	
+3.630886e+00	+4.730187e+02	+4.564143e+01	+1.784260e+00	+1.338364e+00	+2.124534e+00	+1.119763e+01	
+3.632206e+00	+4.732422e+02	+4.572886e+01	+1.788834e+00	+1.342729e+00	+2.127492e+00	+1.120675e+01	
+3.633527e+00	+4.734656e+02	+4.581637e+01	+1.793414e+00	+1.347099e+00	+2.130451e+00	+1.121588e+01	
+3.634847e+00	+4.736891e+02	+4.590395e+01	+1.797999e+00	+1.351475e+00	+2.133410e+00	+1.122501e+01	
+3.636167e+00	+4.739125e+02	+4.599162e+01	+1.802589e+00	+1.355855e+00	+2.136369e+00	+1.123414e+01	
+3.637488e+00	+4.741359e+02	+4.607936e+01	+1.807184e+00	+1.360241e+00	+2.139329e+00	+1.124328e+01	
+3.638808e+00	+4.743592e+02	+4.616719e+01	+1.811785e+00	+1.364633e+00	+2.142289e+00	+1.125243e+01	
+3.640128e+00	+4.745826e+02	+4.625509e+01	+1.816391e+00	+1.369029e+00	+2.145249e+00	+1.126159e+01	
+3.641449e+00	+4.748059e+02	+4.634307e+01	+1.821002e+00	+1.373431e+00	+2.148209e+00	+1.127074e+01	
+3.642769e+00	+4.750292e+02	+4.643113e+01	+1.825619e+00	+1.377838e+00	+2.151170e+00	+1.127991e+01	
+3.644089e+00	+4.752525e+02	+4.651927e+01	+1.830240e+00	+1.382251e+00	+2.154131e+00	+1.128908e+01	
+3.645410e+00	+4.754757e+02	+4.660749e+01	+1.834867e+00	+1.386669e+00	+2.157092e+00	+1.129826e+01	
+3.646730e+00	+4.756989e+02	+4.669579e+01	+1.839500e+00	+1.391092e+00	+2.160053e+00	+1.130744e+01	
+3.648050e+00	+4.759221e+02	+4.678417e+01	+1.844137e+00	+1.395520e+00	+2.163015e+00	+1.131663e+01	
+3.649371e+00	+4.761453e+02	+4.687263e+01	+1.848780e+00	+1.399954e+00	+2.165977e+00	+1.132582e+01	
+3.650691e+00	+4.763685e+02	+4.696116e+01	+1.853428e+00	+1.404393e+00	+2.168939e+00	+1.133502e+01	
+3.652011e+00	+4.765916e+02	+4.704978e+01	+1.858081e+00	+1.408837e+00	+2.171901e+00	+1.134423e+01	
+3.653332e+00	+4.768147e+02	+4.713848e+01	+1.862739e+00	+1.413286e+00	+2.174864e+00	+1.135344e+01	
+3.654652e+00	+4.770378e+02	+4.722726e+01	+1.867402e+00	+1.417741e+00	+2.177827e+00	+1.136266e+01	
+3.655972e+00	+4.772608e+02	+4.731612e+01	+1.872071e+00	+1.422201e+00	+2.180790e+00	+1.137188e+01	
+3.657293e+00	+4.774838e+02	+4.740505e+01	+1.876745e+00	+1.426666e+00	+2.183754e+00	+1.138111e+01	
+3.658613e+00	+4.777069e+02	+4.749407e+01	+1.881424e+00	+1.431136e+00	+2.186717e+00	+1.139034e+01	
+3.659933e+00	+4.779298e+02	+4.758317e+01	+1.886108e+00	+1.435612e+00	+2.189681e+00	+1.139958e+01	
+3.661254e+00	+4.781528e+02	+4.767235e+01	+1.890798e+00	+1.440093e+00	+2.192646e+00	+1.140883e+01	
+3.662574e+00	+4.783757e+02	+4.776160e+01	+1.895493e+00	+1.444579e+00	+2.195610e+00	+1.141808e+01	
+3.663894e+00	+4.785986e+02	+4.785094e+01	+1.900192e+00	+1.449070e+00	+2.198575e+00	+1.142734e+01	
+3.665215e+00	+4.788215e+02	+4.794036e+01	+1.904897e+00	+1.453567e+00	+2.201540e+00	+1.143661e+01	
+3.666535e+00	+4.790444e+02	+4.802986e+01	+1.909608e+00	+1.458069e+00	+2.204505e+00	+1.144588e+01	
+3.667855e+00	+4.792672e+02	+4.811944e+01	+1.914323e+00	+1.462576e+00	+2.207471e+00	+1.145515e+01	
+3.669175e+00	+4.794900e+02	+4.820910e+01	+1.919043e+00	+1.467088e+00	+2.210437e+00	+1.146444e+01	
+3.670496e+00	+4.797128e+02	+4.829885e+01	+1.923769e+00	+1.471605e+00	+2.213403e+00	+1.147372e+01	
+3.671816e+00	+4.799356e+02	+4.838867e+01	+1.928500e+00	+1.476128e+00	+2.216369e+00	+1.148302e+01	
+3.673136e+00	+4.801583e+02	+4.847857e+01	+1.933236e+00	+1.480656e+00	+2.219336e+00	+1.149232e+01	
+3.674457e+00	+4.803810e+02	+4.856856e+01	+1.937977e+00	+1.485189e+00	+2.222303e+00	+1.150162e+01	
+3.675777e+00	+4.806037e+02	+4.865862e+01	+1.942723e+00	+1.489727e+00	+2.225270e+00	+1.151093e+01	
+3.677097e+00	+4.808264e+02	+4.874877e+01	+1.947474e+00	+1.494271e+00	+2.228238e+00	+1.152025e+01	
+3.678418e+00	+4.810491e+02	+4.883900e+01	+1.952231e+00	+1.498819e+00	+2.231205e+00	+1.152958e+01	
+3.679738e+00	+4.812717e+02	+4.892930e+01	+1.956992e+00	+1.503373e+00	+2.234173e+00	+1.153891e+01	
+3.681058e+00	+4.814943e+02	+4.901969e+01	+1.961759e+00	+1.507932e+00	+2.237142e+00	+1.154824e+01	
+3.682379e+00	+4.817169e+02	+4.911017e+01	+1.966531e+00	+1.512496e+00	+2.240110e+00	+1.155758e+01	
+3.683699e+00	+4.819394e+02	+4.920072e+01	+1.971308e+00	+1.517066e+00	+2.243079e+00	+1.156693e+01	
+3.685019e+00	+4.821619e+02	+4.929135e+01	+1.976090e+00	+1.521640e+00	+2.246048e+00	+1.157628e+01	
+3.686340e+00	+4.823844e+02	+4.938207e+01	+1.980877e+00	+1.526220e+00	+2.249018e+00	+1.158564e+01	
+3.687660e+00	+4.826069e+02	+4.947287e+01	+1.985669e+00	+1.530805e+00	+2.251987e+00	+1.159501e+01	
+3.688980e+00	+4.828294e+02	+4.956375e+01	+1.990466e+00	+1.535395e+00	+2.254957e+00	+1.160438e+01	
+3.690301e+00	+4.830518e+02	+4.965471e+01	+1.995269e+00	+1.539990e+00	+2.257927e+00	+1.161376e+01	
+3.691621e+00	+4.832742e+02	+4.974575e+01	+2.000076e+00	+1.544590e+00	+2.260898e+00	+1.162314e+01	
+3.692941e+00	+4.834966e+02	+4.983688e+01	+2.004889e+00	+1.549196e+00	+2.263869e+00	+1.163253e+01	
+3.694262e+00	+4.837189e+02	+4.992808e+01	+2.009706e+00	+1.553807e+00	+2.266839e+00	+1.164148e+01	
+3.695582e+00	+4.839413e+02	+5.001936e+01	+2.014530e+00	+1.558423e+00	+2.269811e+00	+1.165032e+01	
+3.696902e+00	+4.841636e+02	+5.011071e+01	+2.019359e+00	+1.563045e+00	+2.272782e+00	+1.165916e+01	
+3.698223e+00	+4.843859e+02	+5.020214e+01	+2.024194e+00	+1.567673e+00	+2.275753e+00	+1.166801e+01	
+3.699543e+00	+4.846081e+02	+5.029364e+01	+2.029034e+00	+1.572306e+00	+2.278725e+00	+1.167686e+01	
+3.700863e+00	+4.848304e+02	+5.038521e+01	+2.033880e+00	+1.576945e+00	+2.281696e+00	+1.168572e+01	
+3.702184e+00	+4.850526e+02	+5.047685e+01	+2.038732e+00	+1.581589e+00	+2.284668e+00	+1.169459e+01	
+3.703504e+00	+4.852748e+02	+5.056857e+01	+2.043589e+00	+1.586240e+00	+2.287640e+00	+1.170345e+01	
+3.704824e+00	+4.854969e+02	+5.066036e+01	+2.048452e+00	+1.590895e+00	+2.290612e+00	+1.171233e+01	
+3.706145e+00	+4.857191e+02	+5.075223e+01	+2.053321e+00	+1.595556e+00	+2.293584e+00	+1.172121e+01	
+3.707465e+00	+4.859412e+02	+5.084417e+01	+2.058195e+00	+1.600223e+00	+2.296556e+00	+1.173009e+01	
+3.708785e+00	+4.861633e+02	+5.093618e+01	+2.063075e+00	+1.604896e+00	+2.299529e+00	+1.173898e+01	
+3.710105e+00	+4.863854e+02	+5.102827e+01	+2.067961e+00	+1.609574e+00	+2.302501e+00	+1.174788e+01	
+3.711426e+00	+4.866074e+02	+5.112043e+01	+2.072852e+00	+1.614257e+00	+2.305474e+00	+1.175678e+01	
+3.712746e+00	+4.868294e+02	+5.121267e+01	+2.077748e+00	+1.618946e+00	+2.308447e+00	+1.176569e+01	
+3.714066e+00	+4.870514e+02	+5.130498e+01	+2.082650e+00	+1.623641e+00	+2.311420e+00	+1.177460e+01	
+3.715387e+00	+4.872734e+02	+5.139736e+01	+2.087558e+00	+1.628341e+00	+2.314393e+00	+1.178351e+01	
+3.716707e+00	+4.874954e+02	+5.148982e+01	+2.092472e+00	+1.633047e+00	+2.317366e+00	+1.179244e+01	
+3.718027e+00	+4.877173e+02	+5.158236e+01	+2.097391e+00	+1.637758e+00	+2.320340e+00	+1.180136e+01	
+3.719348e+00	+4.879392e+02	+5.167496e+01	+2.102315e+00	+1.642475e+00	+2.323313e+00	+1.181030e+01	
+3.720668e+00	+4.881611e+02	+5.176764e+01	+2.107245e+00	+1.647198e+00	+2.326287e+00	+1.181923e+01	
+3.721988e+00	+4.883829e+02	+5.186040e+01	+2.112181e+00	+1.651926e+00	+2.329261e+00	+1.182818e+01	
+3.723309e+00	+4.886048e+02	+5.195323e+01	+2.117122e+00	+1.656659e+00	+2.332235e+00	+1.183713e+01	
+3.724629e+00	+4.888266e+02	+5.204614e+01	+2.122069e+00	+1.661398e+00	+2.335209e+00	+1.184608e+01	
+3.725949e+00	+4.890483e+02	+5.213912e+01	+2.127021e+00	+1.666143e+00	+2.338183e+00	+1.185504e+01	
+3.727270e+00	+4.892701e+02	+5.223217e+01	+2.131979e+00	+1.670893e+00	+2.341157e+00	+1.186401e+01	
+3.728590e+00	+4.894918e+02	+5.232530e+01	+2.136943e+00	+1.675649e+00	+2.344132e+00	+1.187298e+01	
+3.729910e+00	+4.897136e+02	+5.241850e+01	+2.141912e+00	+1.680410e+00	+2.347107e+00	+1.188195e+01	
+3.731231e+00	+4.899352e+02	+5.251178e+01	+2.146886e+00	+1.685176e+00	+2.350081e+00	+1.189093e+01	
+3.732551e+00	+4.901569e+02	+5.260514e+01	+2.151866e+00	+1.689949e+00	+2.353056e+00	+1.189992e+01	
+3.733871e+00	+4.903785e+02	+5.269857e+01	+2.156852e+00	+1.694726e+00	+2.356031e+00	+1.190891e+01	
+3.735192e+00	+4.906002e+02	+5.279207e+01	+2.161843e+00	+1.699509e+00	+2.359007e+00	+1.191791e+01	
+3.736512e+00	+4.908218e+02	+5.288565e+01	+2.166839e+00	+1.704298e+00	+2.361982e+00	+1.192691e+01	
+3.737832e+00	+4.910433e+02	+5.297930e+01	+2.171842e+00	+1.709092e+00	+2.364957e+00	+1.193592e+01	
+3.739153e+00	+4.912649e+02	+5.307303e+01	+2.176849e+00	+1.713892e+00	+2.367933e+00	+1.194493e+01	
+3.740473e+00	+4.914864e+02	+5.316684e+01	+2.181862e+00	+1.718697e+00	+2.370909e+00	+1.195395e+01	
+3.741793e+00	+4.917079e+02	+5.326072e+01	+2.186881e+00	+1.723508e+00	+2.373885e+00	+1.196297e+01	
+3.743114e+00	+4.919294e+02	+5.335467e+01	+2.191905e+00	+1.728324e+00	+2.376861e+00	+1.197200e+01	
+3.744434e+00	+4.921508e+02	+5.344871e+01	+2.196935e+00	+1.733145e+00	+2.379837e+00	+1.198104e+01	
+3.745754e+00	+4.923722e+02	+5.354281e+01	+2.201970e+00	+1.737973e+00	+2.382814e+00	+1.199008e+01	
+3.747075e+00	+4.925937e+02	+5.363700e+01	+2.207010e+00	+1.742805e+00	+2.385790e+00	+1.199912e+01	
+3.748395e+00	+4.928150e+02	+5.373125e+01	+2.212056e+00	+1.747643e+00	+2.388767e+00	+1.200817e+01	
+3.749715e+00	+4.930364e+02	+5.382559e+01	+2.217108e+00	+1.752487e+00	+2.391744e+00	+1.201723e+01	
+3.751035e+00	+4.932577e+02	+5.392000e+01	+2.222165e+00	+1.757335e+00	+2.394721e+00	+1.202629e+01	
+3.752356e+00	+4.934790e+02	+5.401448e+01	+2.227227e+00	+1.762190e+00	+2.397698e+00	+1.203536e+01	
+3.753676e+00	+4.937003e+02	+5.410904e+01	+2.232295e+00	+1.767050e+00	+2.400675e+00	+1.204443e+01	
+3.754996e+00	+4.939216e+02	+5.420368e+01	+2.237369e+00	+1.771915e+00	+2.403652e+00	+1.205351e+01	
+3.756317e+00	+4.941428e+02	+5.429840e+01	+2.242447e+00	+1.776786e+00	+2.406630e+00	+1.206260e+01	
+3.757637e+00	+4.943640e+02	+5.439319e+01	+2.247532e+00	+1.781662e+00	+2.409608e+00	+1.207169e+01	
+3.758957e+00	+4.945852e+02	+5.448805e+01	+2.252621e+00	+1.786543e+00	+2.412585e+00	+1.208078e+01	
+3.760278e+00	+4.948064e+02	+5.458300e+01	+2.257716e+00	+1.791430e+00	+2.415563e+00	+1.208988e+01	
+3.761598e+00	+4.950275e+02	+5.467801e+01	+2.262817e+00	+1.796323e+00	+2.418542e+00	+1.209899e+01	
+3.762918e+00	+4.952487e+02	+5.477311e+01	+2.267923e+00	+1.801221e+00	+2.421520e+00	+1.210810e+01	
+3.764239e+00	+4.954698e+02	+5.486828e+01	+2.273034e+00	+1.806124e+00	+2.424498e+00	+1.211721e+01	
+3.765559e+00	+4.956908e+02	+5.496353e+01	+2.278151e+00	+1.811033e+00	+2.427477e+00	+1.212634e+01	
+3.766879e+00	+4.959119e+02	+5.505885e+01	+2.283273e+00	+1.815947e+00	+2.430456e+00	+1.213546e+01	
+3.768200e+00	+4.961329e+02	+5.515425e+01	+2.288401e+00	+1.820866e+00	+2.433435e+00	+1.214460e+01	
+3.769520e+00	+4.963539e+02	+5.524973e+01	+2.293534e+00	+1.825791e+00	+2.436414e+00	+1.215374e+01	
+3.770840e+00	+4.965749e+02	+5.534529e+01	+2.298672e+00	+1.830722e+00	+2.439393e+00	+1.216288e+01	
+3.772161e+00	+4.967958e+02	+5.544092e+01	+2.303816e+00	+1.835657e+00	+2.442372e+00	+1.217203e+01	
+3.773481e+00	+4.970168e+02	+5.553663e+01	+2.308965e+00	+1.840599e+00	+2.445352e+00	+1.218118e+01	
+3.774801e+00	+4.972377e+02	+5.563241e+01	+2.314120e+00	+1.845545e+00	+2.448332e+00	+1.219034e+01	
+3.776122e+00	+4.974586e+02	+5.572828e+01	+2.319280e+00	+1.850497e+00	+2.451312e+00	+1.219951e+01	
+3.777442e+00	+4.976794e+02	+5.582422e+01	+2.324445e+00	+1.855454e+00	+2.454292e+00	+1.220868e+01	
+3.778762e+00	+4.979003e+02	+5.592023e+01	+2.329616e+00	+1.860417e+00	+2.457272e+00	+1.221786e+01	
+3.780083e+00	+4.981211e+02	+5.601633e+01	+2.334792e+00	+1.865385e+00	+2.460252e+00	+1.222704e+01	
+3.781403e+00	+4.983419e+02	+5.611250e+01	+2.339974e+00	+1.870358e+00	+2.463232e+00	+1.223623e+01	
+3.782723e+00	+4.985626e+02	+5.620875e+01	+2.345160e+00	+1.875337e+00	+2.466213e+00	+1.224542e+01	
+3.784044e+00	+4.987834e+02	+5.630507e+01	+2.350353e+00	+1.880321e+00	+2.469194e+00	+1.225462e+01	
+3.785364e+00	+4.990041e+02	+5.640148e+01	+2.355550e+00	+1.885311e+00	+2.472175e+00	+1.226383e+01	
