Density	Temperature	Pressure	Energy	Entropy	ParticleVelocity	LagWavespeed
+2.923193e+00	+3.497239e+02	+9.211088e+00	+1.552843e-01	-1.749287e-01	+5.819704e-01	+6.787002e+00	
+2.924514e+00	+3.499603e+02	+9.260651e+00	+1.567089e-01	-1.737245e-01	+5.847371e-01	+6.794496e+00	
+2.925834e+00	+3.501967e+02	+9.310278e+00	+1.581400e-01	-1.725138e-01	+5.875044e-01	+6.801995e+00	
+2.927154e+00	+3.504331e+02	+9.359970e+00	+1.595777e-01	-1.712966e-01	+5.902722e-01	+6.809497e+00	
+2.928475e+00	+3.506695e+02	+9.409727e+00	+1.610218e-01	-1.700731e-01	+5.930405e-01	+6.817004e+00	
+2.929795e+00	+3.509058e+02	+9.459549e+00	+1.624724e-01	-1.688431e-01	+5.958095e-01	+6.824514e+00	
+2.931115e+00	+3.511421e+02	+9.509435e+00	+1.639295e-01	-1.676066e-01	+5.985789e-01	+6.832029e+00	
+2.932436e+00	+3.513784e+02	+9.559386e+00	+1.653930e-01	-1.663638e-01	+6.013489e-01	+6.839548e+00	
+2.933756e+00	+3.516147e+02	+9.609402e+00	+1.668630e-01	-1.651146e-01	+6.041195e-01	+6.847071e+00	
+2.935076e+00	+3.518509e+02	+9.659484e+00	+1.683395e-01	-1.638589e-01	+6.068906e-01	+6.854598e+00	
+2.936397e+00	+3.520872e+02	+9.709630e+00	+1.698224e-01	-1.625968e-01	+6.096623e-01	+6.862130e+00	
+2.937717e+00	+3.523234e+02	+9.759841e+00	+1.713118e-01	-1.613284e-01	+6.124345e-01	+6.869665e+00	
+2.939037e+00	+3.525596e+02	+9.810117e+00	+1.728076e-01	-1.600535e-01	+6.152073e-01	+6.877205e+00	
+2.940358e+00	+3.527957e+02	+9.860459e+00	+1.743099e-01	-1.587723e-01	+6.179806e-01	+6.884749e+00	
+2.941678e+00	+3.530319e+02	+9.910865e+00	+1.758185e-01	-1.574846e-01	+6.207545e-01	+6.892297e+00	
+2.942998e+00	+3.532680e+02	+9.961337e+00	+1.773336e-01	-1.561906e-01	+6.235289e-01	+6.899849e+00	
+2.944319e+00	+3.535041e+02	+1.001187e+01	+1.788551e-01	-1.548902e-01	+6.263039e-01	+6.907406e+00	
+2.945639e+00	+3.537401e+02	+1.006248e+01	+1.803831e-01	-1.535834e-01	+6.290794e-01	+6.914966e+00	
+2.946959e+00	+3.539762e+02	+1.011314e+01	+1.819174e-01	-1.522703e-01	+6.318554e-01	+6.922531e+00	
+2.948280e+00	+3.542122e+02	+1.016388e+01	+1.834581e-01	-1.509507e-01	+6.346321e-01	+6.930100e+00	
+2.949600e+00	+3.544482e+02	+1.021468e+01	+1.850052e-01	-1.496249e-01	+6.374092e-01	+6.937673e+00	
+2.950920e+00	+3.546842e+02	+1.026554e+01	+1.865588e-01	-1.482926e-01	+6.401869e-01	+6.945251e+00	
+2.952241e+00	+3.549201e+02	+1.031647e+01	+1.881186e-01	-1.469540e-01	+6.429652e-01	+6.952832e+00	
+2.953561e+00	+3.551560e+02	+1.036747e+01	+1.896849e-01	-1.456091e-01	+6.457439e-01	+6.960418e+00	
+2.954881e+00	+3.553919e+02	+1.041853e+01	+1.912576e-01	-1.442578e-01	+6.485233e-01	+6.968008e+00	
+2.956201e+00	+3.556278e+02	+1.046965e+01	+1.928366e-01	-1.429002e-01	+6.513032e-01	+6.975603e+00	
+2.957522e+00	+3.558637e+02	+1.052085e+01	+1.944219e-01	-1.415362e-01	+6.540836e-01	+6.983201e+00	
+2.958842e+00	+3.560995e+02	+1.057210e+01	+1.960136e-01	-1.401659e-01	+6.568646e-01	+6.990804e+00	
+2.960162e+00	+3.563353e+02	+1.062343e+01	+1.976117e-01	-1.387892e-01	+6.596461e-01	+6.998411e+00	
+2.961483e+00	+3.565711e+02	+1.067482e+01	+1.992161e-01	-1.374063e-01	+6.624281e-01	+7.006022e+00	
+2.962803e+00	+3.568069e+02	+1.072627e+01	+2.008269e-01	-1.360170e-01	+6.652107e-01	+7.013637e+00	
+2.964123e+00	+3.570426e+02	+1.077779e+01	+2.024439e-01	-1.346214e-01	+6.679939e-01	+7.021257e+00	
+2.965444e+00	+3.572784e+02	+1.082938e+01	+2.040673e-01	-1.332195e-01	+6.707776e-01	+7.028881e+00	
+2.966764e+00	+3.575141e+02	+1.088104e+01	+2.056971e-01	-1.318113e-01	+6.735618e-01	+7.036509e+00	
+2.968084e+00	+3.577497e+02	+1.093276e+01	+2.073331e-01	-1.303967e-01	+6.763466e-01	+7.044142e+00	
+2.969405e+00	+3.579854e+02	+1.098454e+01	+2.089754e-01	-1.289759e-01	+6.791319e-01	+7.051779e+00	
+2.970725e+00	+3.582210e+02	+1.103639e+01	+2.106241e-01	-1.275488e-01	+6.819177e-01	+7.059420e+00	
+2.972045e+00	+3.584566e+02	+1.108831e+01	+2.122790e-01	-1.261154e-01	+6.847041e-01	+7.067065e+00	
+2.973366e+00	+3.586922e+02	+1.114030e+01	+2.139402e-01	-1.246757e-01	+6.874910e-01	+7.074714e+00	
+2.974686e+00	+3.589278e+02	+1.119235e+01	+2.156078e-01	-1.232297e-01	+6.902785e-01	+7.082368e+00	
+2.976006e+00	+3.591633e+02	+1.124447e+01	+2.172816e-01	-1.217774e-01	+6.930665e-01	+7.090026e+00	
+2.977327e+00	+3.593988e+02	+1.129665e+01	+2.189616e-01	-1.203189e-01	+6.958550e-01	+7.097689e+00	
+2.978647e+00	+3.596343e+02	+1.134890e+01	+2.206480e-01	-1.188541e-01	+6.986441e-01	+7.105356e+00	
+2.979967e+00	+3.598698e+02	+1.140122e+01	+2.223406e-01	-1.173830e-01	+7.014337e-01	+7.113027e+00	
+2.981288e+00	+3.601052e+02	+1.145360e+01	+2.240395e-01	-1.159057e-01	+7.042239e-01	+7.120702e+00	
+2.982608e+00	+3.603406e+02	+1.150605e+01	+2.257446e-01	-1.144221e-01	+7.070146e-01	+7.128381e+00	
+2.983928e+00	+3.605760e+02	+1.155857e+01	+2.274559e-01	-1.129322e-01	+7.098058e-01	+7.136065e+00	
+2.985249e+00	+3.608114e+02	+1.161115e+01	+2.291735e-01	-1.114361e-01	+7.125976e-01	+7.143754e+00	
+2.986569e+00	+3.610468e+02	+1.166380e+01	+2.308974e-01	-1.099337e-01	+7.153899e-01	+7.151446e+00	
+2.987889e+00	+3.612821e+02	+1.171652e+01	+2.326275e-01	-1.084251e-01	+7.181827e-01	+7.159143e+00	
+2.989210e+00	+3.615174e+02	+1.176930e+01	+2.343638e-01	-1.069103e-01	+7.209761e-01	+7.166844e+00	
+2.990530e+00	+3.617527e+02	+1.182215e+01	+2.361063e-01	-1.053892e-01	+7.237700e-01	+7.174550e+00	
+2.991850e+00	+3.619879e+02	+1.187507e+01	+2.378550e-01	-1.038619e-01	+7.265645e-01	+7.182260e+00	
+2.993171e+00	+3.622232e+02	+1.192805e+01	+2.396100e-01	-1.023284e-01	+7.293594e-01	+7.189974e+00	
+2.994491e+00	+3.624584e+02	+1.198110e+01	+2.413711e-01	-1.007886e-01	+7.321549e-01	+7.197692e+00	
+2.995811e+00	+3.626936e+02	+1.203422e+01	+2.431384e-01	-9.924267e-02	+7.349510e-01	+7.205415e+00	
+2.997131e+00	+3.629287e+02	+1.208741e+01	+2.449120e-01	-9.769048e-02	+7.377476e-01	+7.213142e+00	
+2.998452e+00	+3.631639e+02	+1.214066e+01	+2.466917e-01	-9.613209e-02	+7.405447e-01	+7.220874e+00	
+2.999772e+00	+3.633990e+02	+1.219398e+01	+2.484776e-01	-9.456748e-02	+7.433423e-01	+7.228610e+00	
+3.001092e+00	+3.636341e+02	+1.224737e+01	+2.502697e-01	-9.299667e-02	+7.461405e-01	+7.236350e+00	
+3.002413e+00	+3.638692e+02	+1.230082e+01	+2.520679e-01	-9.141967e-02	+7.489392e-01	+7.244095e+00	
+3.003733e+00	+3.641042e+02	+1.235434e+01	+2.538724e-01	-8.983647e-02	+7.517384e-01	+7.251844e+00	
+3.005053e+00	+3.643392e+02	+1.240793e+01	+2.556829e-01	-8.824708e-02	+7.545382e-01	+7.259597e+00	
+3.006374e+00	+3.645742e+02	+1.246159e+01	+2.574997e-01	-8.665150e-02	+7.573385e-01	+7.267355e+00	
+3.007694e+00	+3.648092e+02	+1.251531e+01	+2.593226e-01	-8.504974e-02	+7.601393e-01	+7.275117e+00	
+3.009014e+00	+3.650442e+02	+1.256911e+01	+2.611516e-01	-8.344181e-02	+7.629407e-01	+7.282884e+00	
+3.010335e+00	+3.652791e+02	+1.262297e+01	+2.629868e-01	-8.182769e-02	+7.657426e-01	+7.290655e+00	
+3.011655e+00	+3.655140e+02	+1.267689e+01	+2.648281e-01	-8.020741e-02	+7.685450e-01	+7.298430e+00	
+3.012975e+00	+3.657489e+02	+1.273089e+01	+2.666755e-01	-7.858096e-02	+7.713480e-01	+7.306210e+00	
+3.014296e+00	+3.659838e+02	+1.278495e+01	+2.685290e-01	-7.694835e-02	+7.741514e-01	+7.313994e+00	
+3.015616e+00	+3.662186e+02	+1.283908e+01	+2.703887e-01	-7.530957e-02	+7.769555e-01	+7.321783e+00	
+3.016936e+00	+3.664534e+02	+1.289328e+01	+2.722545e-01	-7.366465e-02	+7.797600e-01	+7.329576e+00	
+3.018257e+00	+3.666882e+02	+1.294754e+01	+2.741264e-01	-7.201357e-02	+7.825651e-01	+7.337373e+00	
+3.019577e+00	+3.669230e+02	+1.300188e+01	+2.760044e-01	-7.035635e-02	+7.853706e-01	+7.345175e+00	
+3.020897e+00	+3.671577e+02	+1.305628e+01	+2.778885e-01	-6.869298e-02	+7.881768e-01	+7.352981e+00	
+3.022218e+00	+3.673924e+02	+1.311075e+01	+2.797786e-01	-6.702347e-02	+7.909834e-01	+7.360792e+00	
+3.023538e+00	+3.676271e+02	+1.316529e+01	+2.816749e-01	-6.534783e-02	+7.937906e-01	+7.368607e+00	
+3.024858e+00	+3.678618e+02	+1.321989e+01	+2.835773e-01	-6.366606e-02	+7.965983e-01	+7.376426e+00	
+3.026179e+00	+3.680965e+02	+1.327457e+01	+2.854857e-01	-6.197816e-02	+7.994065e-01	+7.384250e+00	
+3.027499e+00	+3.683311e+02	+1.332931e+01	+2.874002e-01	-6.028413e-02	+8.022153e-01	+7.392079e+00	
+3.028819e+00	+3.685657e+02	+1.338412e+01	+2.893207e-01	-5.858399e-02	+8.050245e-01	+7.399911e+00	
+3.030140e+00	+3.688003e+02	+1.343900e+01	+2.912474e-01	-5.687773e-02	+8.078343e-01	+7.407749e+00	
+3.031460e+00	+3.690348e+02	+1.349395e+01	+2.931800e-01	-5.516536e-02	+8.106447e-01	+7.415590e+00	
+3.032780e+00	+3.692694e+02	+1.354896e+01	+2.951188e-01	-5.344688e-02	+8.134555e-01	+7.423437e+00	
+3.034101e+00	+3.695039e+02	+1.360405e+01	+2.970636e-01	-5.172229e-02	+8.162669e-01	+7.431215e+00	
+3.035421e+00	+3.697383e+02	+1.365920e+01	+2.990148e-01	-4.999133e-02	+8.190787e-01	+7.438790e+00	
+3.036741e+00	+3.699728e+02	+1.371441e+01	+3.009725e-01	-4.825395e-02	+8.218909e-01	+7.446371e+00	
+3.038061e+00	+3.702072e+02	+1.376969e+01	+3.029367e-01	-4.651015e-02	+8.247036e-01	+7.453959e+00	
+3.039382e+00	+3.704417e+02	+1.382504e+01	+3.049073e-01	-4.475993e-02	+8.275167e-01	+7.461552e+00	
+3.040702e+00	+3.706761e+02	+1.388044e+01	+3.068844e-01	-4.300331e-02	+8.303302e-01	+7.469152e+00	
+3.042022e+00	+3.709104e+02	+1.393592e+01	+3.088679e-01	-4.124028e-02	+8.331441e-01	+7.476757e+00	
+3.043343e+00	+3.711448e+02	+1.399145e+01	+3.108578e-01	-3.947087e-02	+8.359584e-01	+7.484369e+00	
+3.044663e+00	+3.713791e+02	+1.404706e+01	+3.128542e-01	-3.769506e-02	+8.387732e-01	+7.491987e+00	
+3.045983e+00	+3.716134e+02	+1.410272e+01	+3.148570e-01	-3.591288e-02	+8.415884e-01	+7.499611e+00	
+3.047304e+00	+3.718477e+02	+1.415846e+01	+3.168661e-01	-3.412433e-02	+8.444040e-01	+7.507242e+00	
+3.048624e+00	+3.720819e+02	+1.421425e+01	+3.188817e-01	-3.232940e-02	+8.472200e-01	+7.514878e+00	
+3.049944e+00	+3.723161e+02	+1.427011e+01	+3.209037e-01	-3.052813e-02	+8.500365e-01	+7.522521e+00	
+3.051265e+00	+3.725503e+02	+1.432604e+01	+3.229320e-01	-2.872049e-02	+8.528533e-01	+7.530170e+00	
+3.052585e+00	+3.727845e+02	+1.438204e+01	+3.249667e-01	-2.690652e-02	+8.556706e-01	+7.537825e+00	
+3.053905e+00	+3.730187e+02	+1.443809e+01	+3.270078e-01	-2.508620e-02	+8.584884e-01	+7.545486e+00	
+3.055226e+00	+3.732528e+02	+1.449422e+01	+3.290552e-01	-2.325955e-02	+8.613065e-01	+7.553154e+00	
+3.056546e+00	+3.734869e+02	+1.455041e+01	+3.311089e-01	-2.142658e-02	+8.641251e-01	+7.560828e+00	
+3.057866e+00	+3.737210e+02	+1.460666e+01	+3.331690e-01	-1.958729e-02	+8.669441e-01	+7.568508e+00	
+3.059187e+00	+3.739550e+02	+1.466298e+01	+3.352354e-01	-1.774169e-02	+8.697635e-01	+7.576194e+00	
+3.060507e+00	+3.741891e+02	+1.471937e+01	+3.373082e-01	-1.588978e-02	+8.725834e-01	+7.583887e+00	
+3.061827e+00	+3.744231e+02	+1.477582e+01	+3.393872e-01	-1.403158e-02	+8.754037e-01	+7.591585e+00	
+3.063148e+00	+3.746571e+02	+1.483234e+01	+3.414725e-01	-1.216708e-02	+8.782244e-01	+7.599290e+00	
+3.064468e+00	+3.748910e+02	+1.488892e+01	+3.435642e-01	-1.029630e-02	+8.810455e-01	+7.607002e+00	
+3.065788e+00	+3.751250e+02	+1.494557e+01	+3.456621e-01	-8.419246e-03	+8.838671e-01	+7.614719e+00	
+3.067109e+00	+3.753589e+02	+1.500229e+01	+3.477663e-01	-6.535916e-03	+8.866891e-01	+7.622443e+00	
+3.068429e+00	+3.755928e+02	+1.505907e+01	+3.498767e-01	-4.646322e-03	+8.895116e-01	+7.630173e+00	
+3.069749e+00	+3.758266e+02	+1.511592e+01	+3.519934e-01	-2.750470e-03	+8.923344e-01	+7.637910e+00	
+3.071070e+00	+3.760605e+02	+1.517284e+01	+3.541164e-01	-8.483664e-04	+8.951577e-01	+7.645653e+00	
+3.072390e+00	+3.762943e+02	+1.522982e+01	+3.562456e-01	+1.059982e-03	+8.979815e-01	+7.653402e+00	
+3.073710e+00	+3.765281e+02	+1.528687e+01	+3.583810e-01	+2.974568e-03	+9.008056e-01	+7.661157e+00	
+3.075030e+00	+3.767619e+02	+1.534398e+01	+3.605226e-01	+4.895387e-03	+9.036302e-01	+7.668919e+00	
+3.076351e+00	+3.769956e+02	+1.540116e+01	+3.626705e-01	+6.822430e-03	+9.064553e-01	+7.676687e+00	
+3.077671e+00	+3.772294e+02	+1.545841e+01	+3.648246e-01	+8.755691e-03	+9.092807e-01	+7.684461e+00	
+3.078991e+00	+3.774631e+02	+1.551572e+01	+3.669848e-01	+1.069516e-02	+9.121066e-01	+7.692242e+00	
+3.080312e+00	+3.776967e+02	+1.557311e+01	+3.691513e-01	+1.264084e-02	+9.149330e-01	+7.700029e+00	
+3.081632e+00	+3.779304e+02	+1.563055e+01	+3.713240e-01	+1.459272e-02	+9.177598e-01	+7.707823e+00	
+3.082952e+00	+3.781640e+02	+1.568807e+01	+3.735028e-01	+1.655079e-02	+9.205870e-01	+7.715623e+00	
+3.084273e+00	+3.783976e+02	+1.574565e+01	+3.756877e-01	+1.851505e-02	+9.234146e-01	+7.723429e+00	
+3.085593e+00	+3.786312e+02	+1.580330e+01	+3.778789e-01	+2.048548e-02	+9.262427e-01	+7.731242e+00	
+3.086913e+00	+3.788648e+02	+1.586102e+01	+3.800762e-01	+2.246209e-02	+9.290713e-01	+7.739061e+00	
+3.088234e+00	+3.790983e+02	+1.591880e+01	+3.822796e-01	+2.444486e-02	+9.319002e-01	+7.746886e+00	
+3.089554e+00	+3.793318e+02	+1.597666e+01	+3.844892e-01	+2.643380e-02	+9.347296e-01	+7.754718e+00	
+3.090874e+00	+3.795653e+02	+1.603458e+01	+3.867048e-01	+2.842889e-02	+9.375595e-01	+7.762557e+00	
+3.092195e+00	+3.797988e+02	+1.609256e+01	+3.889266e-01	+3.043012e-02	+9.403898e-01	+7.770401e+00	
+3.093515e+00	+3.800322e+02	+1.615062e+01	+3.911546e-01	+3.243750e-02	+9.432205e-01	+7.778253e+00	
+3.094835e+00	+3.802656e+02	+1.620874e+01	+3.933886e-01	+3.445101e-02	+9.460517e-01	+7.786110e+00	
+3.096156e+00	+3.804990e+02	+1.626693e+01	+3.956287e-01	+3.647065e-02	+9.488833e-01	+7.793974e+00	
+3.097476e+00	+3.807324e+02	+1.632519e+01	+3.978748e-01	+3.849640e-02	+9.517154e-01	+7.801845e+00	
+3.098796e+00	+3.809657e+02	+1.638351e+01	+4.001271e-01	+4.052828e-02	+9.545479e-01	+7.809722e+00	
+3.100117e+00	+3.811990e+02	+1.644191e+01	+4.023854e-01	+4.256626e-02	+9.573808e-01	+7.817605e+00	
+3.101437e+00	+3.814323e+02	+1.650037e+01	+4.046498e-01	+4.461035e-02	+9.602142e-01	+7.825495e+00	
+3.102757e+00	+3.816656e+02	+1.655890e+01	+4.069203e-01	+4.666053e-02	+9.630481e-01	+7.833392e+00	
+3.104078e+00	+3.818989e+02	+1.661750e+01	+4.091967e-01	+4.871680e-02	+9.658824e-01	+7.841295e+00	
+3.105398e+00	+3.821321e+02	+1.667617e+01	+4.114793e-01	+5.077915e-02	+9.687171e-01	+7.849204e+00	
+3.106718e+00	+3.823653e+02	+1.673490e+01	+4.137678e-01	+5.284759e-02	+9.715523e-01	+7.857120e+00	
+3.108039e+00	+3.825985e+02	+1.679371e+01	+4.160624e-01	+5.492209e-02	+9.743879e-01	+7.865043e+00	
+3.109359e+00	+3.828316e+02	+1.685258e+01	+4.183629e-01	+5.700265e-02	+9.772240e-01	+7.872972e+00	
+3.110679e+00	+3.830648e+02	+1.691152e+01	+4.206695e-01	+5.908928e-02	+9.800605e-01	+7.880907e+00	
+3.112000e+00	+3.832979e+02	+1.697053e+01	+4.229821e-01	+6.118196e-02	+9.828975e-01	+7.888849e+00	
+3.113320e+00	+3.835309e+02	+1.702961e+01	+4.253006e-01	+6.328068e-02	+9.857349e-01	+7.896798e+00	
+3.114640e+00	+3.837640e+02	+1.708876e+01	+4.276252e-01	+6.538544e-02	+9.885728e-01	+7.904753e+00	
+3.115960e+00	+3.839970e+02	+1.714797e+01	+4.299557e-01	+6.749624e-02	+9.914111e-01	+7.912715e+00	
+3.117281e+00	+3.842300e+02	+1.720726e+01	+4.322922e-01	+6.961306e-02	+9.942499e-01	+7.920684e+00	
+3.118601e+00	+3.844630e+02	+1.726662e+01	+4.346346e-01	+7.173591e-02	+9.970891e-01	+7.928659e+00	
+3.119921e+00	+3.846960e+02	+1.732604e+01	+4.369830e-01	+7.386477e-02	+9.999288e-01	+7.936640e+00	
+3.121242e+00	+3.849289e+02	+1.738553e+01	+4.393373e-01	+7.599963e-02	+1.002769e+00	+7.944628e+00	
+3.122562e+00	+3.851618e+02	+1.744510e+01	+4.416976e-01	+7.814050e-02	+1.005610e+00	+7.952623e+00	
+3.123882e+00	+3.853947e+02	+1.750473e+01	+4.440638e-01	+8.028737e-02	+1.008451e+00	+7.960624e+00	
+3.125203e+00	+3.856276e+02	+1.756443e+01	+4.464359e-01	+8.244022e-02	+1.011292e+00	+7.968632e+00	
+3.126523e+00	+3.858604e+02	+1.762420e+01	+4.488139e-01	+8.459906e-02	+1.014134e+00	+7.976647e+00	
+3.127843e+00	+3.860932e+02	+1.768404e+01	+4.511978e-01	+8.676388e-02	+1.016976e+00	+7.984668e+00	
+3.129164e+00	+3.863260e+02	+1.774395e+01	+4.535876e-01	+8.893467e-02	+1.019819e+00	+7.992696e+00	
+3.130484e+00	+3.865588e+02	+1.780394e+01	+4.559833e-01	+9.111143e-02	+1.022663e+00	+8.000731e+00	
+3.131804e+00	+3.867915e+02	+1.786399e+01	+4.583848e-01	+9.329414e-02	+1.025506e+00	+8.008772e+00	
+3.133125e+00	+3.870243e+02	+1.792411e+01	+4.607923e-01	+9.548281e-02	+1.028351e+00	+8.016820e+00	
+3.134445e+00	+3.872570e+02	+1.798430e+01	+4.632056e-01	+9.767743e-02	+1.031195e+00	+8.024874e+00	
+3.135765e+00	+3.874896e+02	+1.804456e+01	+4.656247e-01	+9.987798e-02	+1.034041e+00	+8.032936e+00	
+3.137086e+00	+3.877223e+02	+1.810489e+01	+4.680498e-01	+1.020845e-01	+1.036886e+00	+8.041003e+00	
+3.138406e+00	+3.879549e+02	+1.816529e+01	+4.704806e-01	+1.042969e-01	+1.039732e+00	+8.049078e+00	
+3.139726e+00	+3.881875e+02	+1.822577e+01	+4.729173e-01	+1.065152e-01	+1.042579e+00	+8.057159e+00	
+3.141047e+00	+3.884201e+02	+1.828631e+01	+4.753598e-01	+1.087395e-01	+1.045426e+00	+8.065248e+00	
+3.142367e+00	+3.886526e+02	+1.834692e+01	+4.778081e-01	+1.109697e-01	+1.048273e+00	+8.073342e+00	
+3.143687e+00	+3.888852e+02	+1.840761e+01	+4.802623e-01	+1.132058e-01	+1.051121e+00	+8.081444e+00	
+3.145008e+00	+3.891177e+02	+1.846836e+01	+4.827222e-01	+1.154477e-01	+1.053970e+00	+8.089552e+00	
+3.146328e+00	+3.893501e+02	+1.852919e+01	+4.851879e-01	+1.176956e-01	+1.056819e+00	+8.097667e+00	
+3.147648e+00	+3.895826e+02	+1.859009e+01	+4.876595e-01	+1.199494e-01	+1.059668e+00	+8.105789e+00	
+3.148969e+00	+3.898150e+02	+1.865105e+01	+4.901368e-01	+1.222090e-01	+1.062518e+00	+8.113917e+00	
+3.150289e+00	+3.900474e+02	+1.871209e+01	+4.926198e-01	+1.244745e-01	+1.065368e+00	+8.122053e+00	
+3.151609e+00	+3.902798e+02	+1.877320e+01	+4.951087e-01	+1.267459e-01	+1.068219e+00	+8.130195e+00	
+3.152930e+00	+3.905122e+02	+1.883438e+01	+4.976033e-01	+1.290232e-01	+1.071070e+00	+8.138344e+00	
+3.154250e+00	+3.907445e+02	+1.889564e+01	+5.001036e-01	+1.313063e-01	+1.073921e+00	+8.146499e+00	
+3.155570e+00	+3.909768e+02	+1.895696e+01	+5.026097e-01	+1.335952e-01	+1.076774e+00	+8.154662e+00	
+3.156890e+00	+3.912091e+02	+1.901836e+01	+5.051215e-01	+1.358900e-01	+1.079626e+00	+8.162831e+00	
+3.158211e+00	+3.914414e+02	+1.907983e+01	+5.076391e-01	+1.381907e-01	+1.082479e+00	+8.171007e+00	
+3.159531e+00	+3.916736e+02	+1.914137e+01	+5.101624e-01	+1.404971e-01	+1.085333e+00	+8.179190e+00	
+3.160851e+00	+3.919058e+02	+1.920298e+01	+5.126914e-01	+1.428095e-01	+1.088187e+00	+8.187380e+00	
+3.162172e+00	+3.921380e+02	+1.926466e+01	+5.152261e-01	+1.451276e-01	+1.091041e+00	+8.195576e+00	
+3.163492e+00	+3.923702e+02	+1.932641e+01	+5.177665e-01	+1.474515e-01	+1.093896e+00	+8.203780e+00	
+3.164812e+00	+3.926023e+02	+1.938824e+01	+5.203126e-01	+1.497813e-01	+1.096752e+00	+8.211990e+00	
+3.166133e+00	+3.928344e+02	+1.945014e+01	+5.228644e-01	+1.521169e-01	+1.099608e+00	+8.220058e+00	
+3.167453e+00	+3.930665e+02	+1.951211e+01	+5.254224e-01	+1.544587e-01	+1.102464e+00	+8.227879e+00	
+3.168773e+00	+3.932986e+02	+1.957414e+01	+5.279867e-01	+1.568067e-01	+1.105320e+00	+8.235705e+00	
+3.170094e+00	+3.935306e+02	+1.963624e+01	+5.305572e-01	+1.591609e-01	+1.108177e+00	+8.243534e+00	
+3.171414e+00	+3.937626e+02	+1.969840e+01	+5.331340e-01	+1.615214e-01	+1.111035e+00	+8.251368e+00	
+3.172734e+00	+3.939946e+02	+1.976063e+01	+5.357169e-01	+1.638881e-01	+1.113892e+00	+8.259207e+00	
+3.174055e+00	+3.942266e+02	+1.982293e+01	+5.383061e-01	+1.662610e-01	+1.116750e+00	+8.267050e+00	
+3.175375e+00	+3.944585e+02	+1.988530e+01	+5.409015e-01	+1.686401e-01	+1.119608e+00	+8.274897e+00	
+3.176695e+00	+3.946905e+02	+1.994773e+01	+5.435031e-01	+1.710254e-01	+1.122467e+00	+8.282749e+00	
+3.178016e+00	+3.949223e+02	+2.001022e+01	+5.461109e-01	+1.734170e-01	+1.125326e+00	+8.290605e+00	
+3.179336e+00	+3.951542e+02	+2.007279e+01	+5.487249e-01	+1.758147e-01	+1.128185e+00	+8.298466e+00	
+3.180656e+00	+3.953861e+02	+2.013542e+01	+5.513451e-01	+1.782187e-01	+1.131045e+00	+8.306331e+00	
+3.181977e+00	+3.956179e+02	+2.019811e+01	+5.539715e-01	+1.806288e-01	+1.133905e+00	+8.314200e+00	
+3.183297e+00	+3.958497e+02	+2.026088e+01	+5.566041e-01	+1.830452e-01	+1.136765e+00	+8.322074e+00	
+3.184617e+00	+3.960815e+02	+2.032371e+01	+5.592429e-01	+1.854677e-01	+1.139626e+00	+8.329953e+00	
+3.185938e+00	+3.963132e+02	+2.038661e+01	+5.618878e-01	+1.878964e-01	+1.142487e+00	+8.337835e+00	
+3.187258e+00	+3.965449e+02	+2.044957e+01	+5.645389e-01	+1.903313e-01	+1.145348e+00	+8.345723e+00	
+3.188578e+00	+3.967767e+02	+2.051260e+01	+5.671962e-01	+1.927723e-01	+1.148209e+00	+8.353615e+00	
+3.189899e+00	+3.970083e+02	+2.057570e+01	+5.698596e-01	+1.952195e-01	+1.151071e+00	+8.361511e+00	
+3.191219e+00	+3.972400e+02	+2.063886e+01	+5.725292e-01	+1.976729e-01	+1.153934e+00	+8.369411e+00	
+3.192539e+00	+3.974716e+02	+2.070210e+01	+5.752049e-01	+2.001324e-01	+1.156796e+00	+8.377317e+00	
+3.193859e+00	+3.977032e+02	+2.076540e+01	+5.778868e-01	+2.025981e-01	+1.159659e+00	+8.385226e+00	
+3.195180e+00	+3.979348e+02	+2.082876e+01	+5.805748e-01	+2.050700e-01	+1.162523e+00	+8.393140e+00	
+3.196500e+00	+3.981664e+02	+2.089220e+01	+5.832690e-01	+2.075480e-01	+1.165386e+00	+8.401059e+00	
+3.197820e+00	+3.983979e+02	+2.095570e+01	+5.859693e-01	+2.100321e-01	+1.168250e+00	+8.408982e+00	
+3.199141e+00	+3.986294e+02	+2.101926e+01	+5.886757e-01	+2.125224e-01	+1.171114e+00	+8.416909e+00	
+3.200461e+00	+3.988609e+02	+2.108290e+01	+5.913882e-01	+2.150188e-01	+1.173979e+00	+8.424841e+00	
+3.201781e+00	+3.990924e+02	+2.114660e+01	+5.941068e-01	+2.175214e-01	+1.176844e+00	+8.432778e+00	
+3.203102e+00	+3.993238e+02	+2.121037e+01	+5.968316e-01	+2.200300e-01	+1.179709e+00	+8.440719e+00	
+3.204422e+00	+3.995552e+02	+2.127421e+01	+5.995624e-01	+2.225448e-01	+1.182575e+00	+8.448664e+00	
+3.205742e+00	+3.997866e+02	+2.133812e+01	+6.022994e-01	+2.250658e-01	+1.185441e+00	+8.456614e+00	
+3.207063e+00	+4.000180e+02	+2.140209e+01	+6.050425e-01	+2.275928e-01	+1.188307e+00	+8.464569e+00	
+3.208383e+00	+4.002493e+02	+2.146613e+01	+6.077916e-01	+2.301259e-01	+1.191174e+00	+8.472528e+00	
+3.209703e+00	+4.004806e+02	+2.153024e+01	+6.105468e-01	+2.326652e-01	+1.194041e+00	+8.480491e+00	
